TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
main.java.avl_java_travis_cli.AVLTree,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9424876412429378,377,352
